datetime=2026-02-02T00:18:00Z	cip=10.9.6.149	login=sadye.daugherty74	url=https://slack.com/login?id=yysVKL&ref=gqui	action=allowed	urlcat=Business	threatname=	respcode=200	bytes_out=92	bytes_in=2964	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15	reqmethod=GET
datetime=2026-02-03T15:15:44Z	cip=10.4.0.89	login=abby5	url=https://mail.google.com/compose	action=allowed	urlcat=Webmail	threatname=	respcode=204	bytes_out=529	bytes_in=10417	useragent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36 Edg/128.0.0.0	reqmethod=PUT
datetime=2026-02-03T15:16:01Z	cip=10.4.0.89	login=abby5	url=https://walmart.com/checkout	action=allowed	urlcat=Shopping	threatname=	respcode=302	bytes_out=920	bytes_in=4574	useragent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36 Edg/128.0.0.0	reqmethod=POST
datetime=2026-02-03T15:16:31Z	cip=10.4.0.89	login=abby5	url=https://x.com/profile?id=bCE1xM&ref=4pkU	action=allowed	urlcat=Social Networking	threatname=	respcode=200	bytes_out=103	bytes_in=17298	useragent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36 Edg/128.0.0.0	reqmethod=GET
datetime=2026-02-03T15:16:42Z	cip=10.4.0.89	login=abby5	url=https://x.com/feed?id=xhCBPh&ref=zMuP	action=allowed	urlcat=Social Networking	threatname=	respcode=302	bytes_out=241	bytes_in=1804	useragent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36 Edg/128.0.0.0	reqmethod=GET
datetime=2026-02-03T15:16:51Z	cip=10.4.0.89	login=abby5	url=https://linkedin.com/profile	action=allowed	urlcat=Social Networking	threatname=	respcode=204	bytes_out=184	bytes_in=3800	useragent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36 Edg/128.0.0.0	reqmethod=GET
datetime=2026-02-03T15:17:28Z	cip=10.4.0.89	login=abby5	url=https://youtube.com/watch	action=allowed	urlcat=Streaming Media	threatname=	respcode=204	bytes_out=898	bytes_in=344950	useragent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36 Edg/128.0.0.0	reqmethod=PUT
datetime=2026-02-03T15:28:17Z	cip=10.4.18.33	login=reina.waters	url=https://dropbox.com/share	action=allowed	urlcat=File Sharing	threatname=	respcode=201	bytes_out=481	bytes_in=37388	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36	reqmethod=POST
datetime=2026-02-03T16:02:14Z	cip=10.4.161.103	login=sammy.bogan1	url=https://aws.amazon.com/repo/issues?id=7U36V6&ref=RM21	action=allowed	urlcat=Technology	threatname=	respcode=201	bytes_out=1796	bytes_in=35214	useragent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:130.0) Gecko/20100101 Firefox/130.0	reqmethod=PUT
datetime=2026-02-03T16:29:12Z	cip=10.4.252.214	login=alize95	url=https://dropbox.com/upload	action=allowed	urlcat=File Sharing	threatname=	respcode=204	bytes_out=1200	bytes_in=6321	useragent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36	reqmethod=PUT
datetime=2026-02-03T16:30:17Z	cip=10.9.222.197	login=jordan.christiansen60	url=https://netflix.com/live?id=v8xLeQ&ref=kbsS	action=blocked	urlcat=Streaming Media	threatname=	respcode=403	bytes_out=138	bytes_in=557	useragent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36	reqmethod=GET
datetime=2026-02-03T16:31:37Z	cip=10.9.222.197	login=jordan.christiansen60	url=https://netflix.com/live?id=v8xLeQ&ref=kbsS	action=blocked	urlcat=Streaming Media	threatname=	respcode=403	bytes_out=146	bytes_in=149	useragent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36	reqmethod=GET
datetime=2026-02-03T16:32:57Z	cip=10.9.222.197	login=jordan.christiansen60	url=https://netflix.com/live?id=v8xLeQ&ref=kbsS	action=blocked	urlcat=Streaming Media	threatname=	respcode=403	bytes_out=140	bytes_in=675	useragent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36	reqmethod=GET
datetime=2026-02-03T16:34:17Z	cip=10.9.222.197	login=jordan.christiansen60	url=https://netflix.com/live?id=v8xLeQ&ref=kbsS	action=blocked	urlcat=Streaming Media	threatname=	respcode=403	bytes_out=293	bytes_in=127	useragent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36	reqmethod=GET
datetime=2026-02-03T16:35:37Z	cip=10.9.222.197	login=jordan.christiansen60	url=https://netflix.com/live?id=v8xLeQ&ref=kbsS	action=blocked	urlcat=Streaming Media	threatname=	respcode=403	bytes_out=197	bytes_in=173	useragent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36	reqmethod=GET
datetime=2026-02-03T16:36:57Z	cip=10.9.222.197	login=jordan.christiansen60	url=https://netflix.com/live?id=v8xLeQ&ref=kbsS	action=blocked	urlcat=Streaming Media	threatname=	respcode=403	bytes_out=223	bytes_in=105	useragent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36	reqmethod=GET
datetime=2026-02-03T16:38:17Z	cip=10.9.222.197	login=jordan.christiansen60	url=https://netflix.com/live?id=v8xLeQ&ref=kbsS	action=blocked	urlcat=Streaming Media	threatname=	respcode=403	bytes_out=63	bytes_in=644	useragent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36	reqmethod=GET
datetime=2026-02-03T16:51:49Z	cip=10.4.161.103	login=sammy.bogan1	url=https://box.com/folder	action=allowed	urlcat=File Sharing	threatname=	respcode=200	bytes_out=1184	bytes_in=13064	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36	reqmethod=POST
datetime=2026-02-03T17:02:58Z	cip=10.4.117.65	login=della_bogisich	url=https://npmjs.com/console?id=eXq0PB&ref=a1iV	action=allowed	urlcat=Technology	threatname=	respcode=204	bytes_out=766	bytes_in=33520	useragent=Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36	reqmethod=POST
datetime=2026-02-03T17:11:40Z	cip=10.4.0.89	login=abby5	url=https://youtube.com/watch	action=allowed	urlcat=Streaming Media	threatname=	respcode=200	bytes_out=634	bytes_in=288970	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36	reqmethod=POST
datetime=2026-02-03T17:11:48Z	cip=10.4.0.89	login=abby5	url=https://youtube.com/live	action=allowed	urlcat=Streaming Media	threatname=	respcode=200	bytes_out=273	bytes_in=493515	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36	reqmethod=HEAD
datetime=2026-02-03T17:12:15Z	cip=10.4.0.89	login=abby5	url=https://walmart.com/checkout?id=qkoKEY&ref=bxrU	action=allowed	urlcat=Shopping	threatname=	respcode=302	bytes_out=1657	bytes_in=7751	useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36	reqmethod=POST
datetime=2026-02-03T17:14:32Z	cip=10.9.251.254	login=kaia.frami	url=https://salesforce.com/meetings/join	action=allowed	urlcat=Business	threatname=	respcode=200	bytes_out=180	bytes_in=242	useragent=curl/8.4.0	reqmethod=GET
datetime=2026-02-03T17:18:08Z	cip=10.4.161.218	login=eloisa.kilback	url=https://stackoverflow.com/docs	action=allowed	urlcat=Technology	threatname=	respcode=204	bytes_out=358	bytes_in=24372	useragent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36 Edg/128.0.0.0	reqmethod=PUT
datetime=2026-02-03T17:57:16Z	cip=10.4.161.218	login=eloisa.kilback	url=https://dropbox.com/upload	action=allowed	urlcat=File Sharing	threatname=	respcode=201	bytes_out=1453	bytes_in=28202	useragent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:130.0) Gecko/20100101 Firefox/130.0	reqmethod=POST
